c DIMACS syntax for problem in file: dat_files/blocks.dat
c 
c Reading file and encoding problem took: 0.123226 [s] 
c 
p cnf 	 304 	 18879 
1 0
2 0
3 0
4 0
-5 0
-6 0
-7 0
-8 0
-9 0
-10 0
-11 0
-12 0
-13 0
-14 0
-15 0
-16 0
-17 0
-18 0
-19 0
-20 0
301 0
302 0
303 0
304 0
-244 -220 0
-244 220 0
-45 -1 101 0
-45 -101 1 0
-145 -101 201 0
-145 -201 101 0
-245 -201 0
-245 201 0
-45 -2 102 0
-45 -102 2 0
-145 -102 202 0
-145 -202 102 0
-245 -202 0
-245 202 0
-45 -3 103 0
-45 -103 3 0
-145 -103 203 0
-145 -203 103 0
-245 -203 0
-245 203 0
-45 -5 105 0
-45 -105 5 0
-145 -105 205 0
-145 -205 105 0
-245 -205 301 0
-245 -301 205 0
-45 -6 106 0
-45 -106 6 0
-145 -106 206 0
-145 -206 106 0
-245 -206 302 0
-245 -302 206 0
-45 -7 107 0
-45 -107 7 0
-145 -107 207 0
-145 -207 107 0
-245 -207 303 0
-245 -303 207 0
-45 -8 108 0
-45 -108 8 0
-145 -108 208 0
-145 -208 108 0
-245 -208 304 0
-245 -304 208 0
-45 -9 109 0
-45 -109 9 0
-145 -109 209 0
-145 -209 109 0
-245 -209 0
-245 209 0
-45 -11 111 0
-45 -111 11 0
-145 -111 211 0
-145 -211 111 0
-245 -211 0
-245 211 0
-45 -12 112 0
-45 -112 12 0
-145 -112 212 0
-145 -212 112 0
-245 -212 0
-245 212 0
-45 -13 113 0
-45 -113 13 0
-145 -113 213 0
-145 -213 113 0
-245 -213 0
-245 213 0
-45 -14 114 0
-45 -114 14 0
-145 -114 214 0
-145 -214 114 0
-245 -214 0
-245 214 0
-45 -15 115 0
-45 -115 15 0
-145 -115 215 0
-145 -215 115 0
-245 -215 0
-245 215 0
-45 -16 116 0
-45 -116 16 0
-145 -116 216 0
-145 -216 116 0
-245 -216 0
-245 216 0
-45 -18 118 0
-45 -118 18 0
-145 -118 218 0
-145 -218 118 0
-245 -218 0
-245 218 0
-45 -20 120 0
-45 -120 20 0
-145 -120 220 0
-145 -220 120 0
-245 -220 0
-245 220 0
-46 -1 101 0
-46 -101 1 0
-146 -101 201 0
-146 -201 101 0
-246 -201 0
-246 201 0
-46 -2 102 0
-46 -102 2 0
-146 -102 202 0
-146 -202 102 0
-246 -202 0
-246 202 0
-46 -4 104 0
-46 -104 4 0
-146 -104 204 0
-146 -204 104 0
-246 -204 0
-246 204 0
-46 -6 106 0
-46 -106 6 0
-146 -106 206 0
-146 -206 106 0
-246 -206 302 0
-246 -302 206 0
-46 -7 107 0
-46 -107 7 0
-146 -107 207 0
-146 -207 107 0
-246 -207 303 0
-246 -303 207 0
-46 -8 108 0
-46 -108 8 0
-146 -108 208 0
-146 -208 108 0
-246 -208 304 0
-246 -304 208 0
-46 -9 109 0
-46 -109 9 0
-146 -109 209 0
-146 -209 109 0
-246 -209 0
-246 209 0
-46 -11 111 0
-46 -111 11 0
-146 -111 211 0
-146 -211 111 0
-246 -211 0
-246 211 0
-46 -13 113 0
-46 -113 13 0
-146 -113 213 0
-146 -213 113 0
-246 -213 0
-246 213 0
-46 -14 114 0
-46 -114 14 0
-146 -114 214 0
-146 -214 114 0
-246 -214 0
-246 214 0
-46 -15 115 0
-46 -115 15 0
-146 -115 215 0
-146 -215 115 0
-246 -215 0
-246 215 0
-46 -16 116 0
-46 -116 16 0
-146 -116 216 0
-146 -216 116 0
-246 -216 0
-246 216 0
-46 -17 117 0
-46 -117 17 0
-146 -117 217 0
-146 -217 117 0
-246 -217 0
-246 217 0
-46 -18 118 0
-46 -118 18 0
-146 -118 218 0
-146 -218 118 0
-246 -218 0
-246 218 0
-46 -19 119 0
-46 -119 19 0
-146 -119 219 0
-146 -219 119 0
-246 -219 0
-246 219 0
-46 -20 120 0
-46 -120 20 0
-146 -120 220 0
-146 -220 120 0
-246 -220 0
-246 220 0
-47 -1 101 0
-47 -101 1 0
-147 -101 201 0
-147 -201 101 0
-247 -201 0
-247 201 0
-47 -3 103 0
-47 -103 3 0
-147 -103 203 0
-147 -203 103 0
-247 -203 0
-247 203 0
-47 -4 104 0
-47 -104 4 0
-147 -104 204 0
-147 -204 104 0
-247 -204 0
-247 204 0
-47 -5 105 0
-47 -105 5 0
-147 -105 205 0
-147 -205 105 0
-247 -205 301 0
-247 -301 205 0
-47 -6 106 0
-47 -106 6 0
-147 -106 206 0
-147 -206 106 0
-247 -206 302 0
-247 -302 206 0
-47 -7 107 0
-47 -107 7 0
-147 -107 207 0
-147 -207 107 0
-247 -207 303 0
-247 -303 207 0
-47 -9 109 0
-47 -109 9 0
-147 -109 209 0
-147 -209 109 0
-247 -209 0
-247 209 0
-47 -10 110 0
-47 -110 10 0
-147 -110 210 0
-147 -210 110 0
-247 -210 0
-247 210 0
-47 -11 111 0
-47 -111 11 0
-147 -111 211 0
-147 -211 111 0
-247 -211 0
-247 211 0
-47 -14 114 0
-47 -114 14 0
-147 -114 214 0
-147 -214 114 0
-247 -214 0
-247 214 0
-47 -15 115 0
-47 -115 15 0
-147 -115 215 0
-147 -215 115 0
-247 -215 0
-247 215 0
-47 -16 116 0
-47 -116 16 0
-147 -116 216 0
-147 -216 116 0
-247 -216 0
-247 216 0
-47 -17 117 0
-47 -117 17 0
-147 -117 217 0
-147 -217 117 0
-247 -217 0
-247 217 0
-47 -18 118 0
-47 -118 18 0
-147 -118 218 0
-147 -218 118 0
-247 -218 0
-247 218 0
-47 -19 119 0
-47 -119 19 0
-147 -119 219 0
-147 -219 119 0
-247 -219 0
-247 219 0
-47 -20 120 0
-47 -120 20 0
-147 -120 220 0
-147 -220 120 0
-247 -220 0
-247 220 0
-48 -1 101 0
-48 -101 1 0
-148 -101 201 0
-148 -201 101 0
-248 -201 0
-248 201 0
-48 -2 102 0
-48 -102 2 0
-148 -102 202 0
-148 -202 102 0
-248 -202 0
-248 202 0
-48 -3 103 0
-48 -103 3 0
-148 -103 203 0
-148 -203 103 0
-248 -203 0
-248 203 0
-48 -5 105 0
-48 -105 5 0
-148 -105 205 0
-148 -205 105 0
-248 -205 301 0
-248 -301 205 0
-48 -6 106 0
-48 -106 6 0
-148 -106 206 0
-148 -206 106 0
-248 -206 302 0
-248 -302 206 0
-48 -7 107 0
-48 -107 7 0
-148 -107 207 0
-148 -207 107 0
-248 -207 303 0
-248 -303 207 0
-48 -9 109 0
-48 -109 9 0
-148 -109 209 0
-148 -209 109 0
-248 -209 0
-248 209 0
-48 -10 110 0
-48 -110 10 0
-148 -110 210 0
-148 -210 110 0
-248 -210 0
-248 210 0
-48 -11 111 0
-48 -111 11 0
-148 -111 211 0
-148 -211 111 0
-248 -211 0
-248 211 0
-48 -12 112 0
-48 -112 12 0
-148 -112 212 0
-148 -212 112 0
-248 -212 0
-248 212 0
-48 -13 113 0
-48 -113 13 0
-148 -113 213 0
-148 -213 113 0
-248 -213 0
-248 213 0
-48 -14 114 0
-48 -114 14 0
-148 -114 214 0
-148 -214 114 0
-248 -214 0
-248 214 0
-48 -15 115 0
-48 -115 15 0
-148 -115 215 0
-148 -215 115 0
-248 -215 0
-248 215 0
-48 -16 116 0
-48 -116 16 0
-148 -116 216 0
-148 -216 116 0
-248 -216 0
-248 216 0
-48 -18 118 0
-48 -118 18 0
-148 -118 218 0
-148 -218 118 0
-248 -218 0
-248 218 0
-48 -19 119 0
-48 -119 19 0
-148 -119 219 0
-148 -219 119 0
-248 -219 0
-248 219 0
-49 -1 101 0
-49 -101 1 0
-149 -101 201 0
-149 -201 101 0
-249 -201 0
-249 201 0
-49 -2 102 0
-49 -102 2 0
-149 -102 202 0
-149 -202 102 0
-249 -202 0
-249 202 0
-49 -3 103 0
-49 -103 3 0
-149 -103 203 0
-149 -203 103 0
-249 -203 0
-249 203 0
-49 -5 105 0
-49 -105 5 0
-149 -105 205 0
-149 -205 105 0
-249 -205 301 0
-249 -301 205 0
-49 -6 106 0
-49 -106 6 0
-149 -106 206 0
-149 -206 106 0
-249 -206 302 0
-249 -302 206 0
-49 -7 107 0
-49 -107 7 0
-149 -107 207 0
-149 -207 107 0
-249 -207 303 0
-249 -303 207 0
-49 -8 108 0
-49 -108 8 0
-149 -108 208 0
-149 -208 108 0
-249 -208 304 0
-249 -304 208 0
-49 -9 109 0
-49 -109 9 0
-149 -109 209 0
-149 -209 109 0
-249 -209 0
-249 209 0
-49 -10 110 0
-49 -110 10 0
-149 -110 210 0
-149 -210 110 0
-249 -210 0
-249 210 0
-49 -11 111 0
-49 -111 11 0
-149 -111 211 0
-149 -211 111 0
-249 -211 0
-249 211 0
-49 -13 113 0
-49 -113 13 0
-149 -113 213 0
-149 -213 113 0
-249 -213 0
-249 213 0
-49 -14 114 0
-49 -114 14 0
-149 -114 214 0
-149 -214 114 0
-249 -214 0
-249 214 0
-49 -15 115 0
-49 -115 15 0
-149 -115 215 0
-149 -215 115 0
-249 -215 0
-249 215 0
-49 -16 116 0
-49 -116 16 0
-149 -116 216 0
-149 -216 116 0
-249 -216 0
-249 216 0
-49 -19 119 0
-49 -119 19 0
-149 -119 219 0
-149 -219 119 0
-249 -219 0
-249 219 0
-49 -20 120 0
-49 -120 20 0
-149 -120 220 0
-149 -220 120 0
-249 -220 0
-249 220 0
-50 -1 101 0
-50 -101 1 0
-150 -101 201 0
-150 -201 101 0
-250 -201 0
-250 201 0
-50 -2 102 0
-50 -102 2 0
-150 -102 202 0
-150 -202 102 0
-250 -202 0
-250 202 0
-50 -3 103 0
-50 -103 3 0
-150 -103 203 0
-150 -203 103 0
-250 -203 0
-250 203 0
-50 -4 104 0
-50 -104 4 0
-150 -104 204 0
-150 -204 104 0
-250 -204 0
-250 204 0
-50 -5 105 0
-50 -105 5 0
-150 -105 205 0
-150 -205 105 0
-250 -205 301 0
-250 -301 205 0
-50 -6 106 0
-50 -106 6 0
-150 -106 206 0
-150 -206 106 0
-250 -206 302 0
-250 -302 206 0
-50 -9 109 0
-50 -109 9 0
-150 -109 209 0
-150 -209 109 0
-250 -209 0
-250 209 0
-50 -10 110 0
-50 -110 10 0
-150 -110 210 0
-150 -210 110 0
-250 -210 0
-250 210 0
-50 -13 113 0
-50 -113 13 0
-150 -113 213 0
-150 -213 113 0
-250 -213 0
-250 213 0
-50 -14 114 0
-50 -114 14 0
-150 -114 214 0
-150 -214 114 0
-250 -214 0
-250 214 0
-50 -15 115 0
-50 -115 15 0
-150 -115 215 0
-150 -215 115 0
-250 -215 0
-250 215 0
-50 -16 116 0
-50 -116 16 0
-150 -116 216 0
-150 -216 116 0
-250 -216 0
-250 216 0
-50 -17 117 0
-50 -117 17 0
-150 -117 217 0
-150 -217 117 0
-250 -217 0
-250 217 0
-50 -18 118 0
-50 -118 18 0
-150 -118 218 0
-150 -218 118 0
-250 -218 0
-250 218 0
-50 -19 119 0
-50 -119 19 0
-150 -119 219 0
-150 -219 119 0
-250 -219 0
-250 219 0
-50 -20 120 0
-50 -120 20 0
-150 -120 220 0
-150 -220 120 0
-250 -220 0
-250 220 0
-51 -1 101 0
-51 -101 1 0
-151 -101 201 0
-151 -201 101 0
-251 -201 0
-251 201 0
-51 -2 102 0
-51 -102 2 0
-151 -102 202 0
-151 -202 102 0
-251 -202 0
-251 202 0
-51 -3 103 0
-51 -103 3 0
-151 -103 203 0
-151 -203 103 0
-251 -203 0
-251 203 0
-51 -5 105 0
-51 -105 5 0
-151 -105 205 0
-151 -205 105 0
-251 -205 301 0
-251 -301 205 0
-51 -7 107 0
-51 -107 7 0
-151 -107 207 0
-151 -207 107 0
-251 -207 303 0
-251 -303 207 0
-51 -8 108 0
-51 -108 8 0
-151 -108 208 0
-151 -208 108 0
-251 -208 304 0
-251 -304 208 0
-51 -9 109 0
-51 -109 9 0
-151 -109 209 0
-151 -209 109 0
-251 -209 0
-251 209 0
-51 -10 110 0
-51 -110 10 0
-151 -110 210 0
-151 -210 110 0
-251 -210 0
-251 210 0
-51 -11 111 0
-51 -111 11 0
-151 -111 211 0
-151 -211 111 0
-251 -211 0
-251 211 0
-51 -12 112 0
-51 -112 12 0
-151 -112 212 0
-151 -212 112 0
-251 -212 0
-251 212 0
-51 -14 114 0
-51 -114 14 0
-151 -114 214 0
-151 -214 114 0
-251 -214 0
-251 214 0
-51 -15 115 0
-51 -115 15 0
-151 -115 215 0
-151 -215 115 0
-251 -215 0
-251 215 0
-51 -16 116 0
-51 -116 16 0
-151 -116 216 0
-151 -216 116 0
-251 -216 0
-251 216 0
-51 -17 117 0
-51 -117 17 0
-151 -117 217 0
-151 -217 117 0
-251 -217 0
-251 217 0
-51 -18 118 0
-51 -118 18 0
-151 -118 218 0
-151 -218 118 0
-251 -218 0
-251 218 0
-51 -19 119 0
-51 -119 19 0
-151 -119 219 0
-151 -219 119 0
-251 -219 0
-251 219 0
-51 -20 120 0
-51 -120 20 0
-151 -120 220 0
-151 -220 120 0
-251 -220 0
-251 220 0
-52 -1 101 0
-52 -101 1 0
-152 -101 201 0
-152 -201 101 0
-252 -201 0
-252 201 0
-52 -2 102 0
-52 -102 2 0
-152 -102 202 0
-152 -202 102 0
-252 -202 0
-252 202 0
-52 -3 103 0
-52 -103 3 0
-152 -103 203 0
-152 -203 103 0
-252 -203 0
-252 203 0
-52 -4 104 0
-52 -104 4 0
-152 -104 204 0
-152 -204 104 0
-252 -204 0
-252 204 0
-52 -5 105 0
-52 -105 5 0
-152 -105 205 0
-152 -205 105 0
-252 -205 301 0
-252 -301 205 0
-52 -6 106 0
-52 -106 6 0
-152 -106 206 0
-152 -206 106 0
-252 -206 302 0
-252 -302 206 0
-52 -7 107 0
-52 -107 7 0
-152 -107 207 0
-152 -207 107 0
-252 -207 303 0
-252 -303 207 0
-52 -8 108 0
-52 -108 8 0
-152 -108 208 0
-152 -208 108 0
-252 -208 304 0
-252 -304 208 0
-52 -9 109 0
-52 -109 9 0
-152 -109 209 0
-152 -209 109 0
-252 -209 0
-252 209 0
-52 -11 111 0
-52 -111 11 0
-152 -111 211 0
-152 -211 111 0
-252 -211 0
-252 211 0
-52 -12 112 0
-52 -112 12 0
-152 -112 212 0
-152 -212 112 0
-252 -212 0
-252 212 0
-52 -13 113 0
-52 -113 13 0
-152 -113 213 0
-152 -213 113 0
-252 -213 0
-252 213 0
-52 -14 114 0
-52 -114 14 0
-152 -114 214 0
-152 -214 114 0
-252 -214 0
-252 214 0
-52 -15 115 0
-52 -115 15 0
-152 -115 215 0
-152 -215 115 0
-252 -215 0
-252 215 0
-52 -16 116 0
-52 -116 16 0
-152 -116 216 0
-152 -216 116 0
-252 -216 0
-252 216 0
-52 -17 117 0
-52 -117 17 0
-152 -117 217 0
-152 -217 117 0
-252 -217 0
-252 217 0
-52 -20 120 0
-52 -120 20 0
-152 -120 220 0
-152 -220 120 0
-252 -220 0
-252 220 0
-53 -1 101 0
-53 -101 1 0
-153 -101 201 0
-153 -201 101 0
-253 -201 0
-253 201 0
-53 -2 102 0
-53 -102 2 0
-153 -102 202 0
-153 -202 102 0
-253 -202 0
-253 202 0
-53 -3 103 0
-53 -103 3 0
-153 -103 203 0
-153 -203 103 0
-253 -203 0
-253 203 0
-53 -4 104 0
-53 -104 4 0
-153 -104 204 0
-153 -204 104 0
-253 -204 0
-253 204 0
-53 -5 105 0
-53 -105 5 0
-153 -105 205 0
-153 -205 105 0
-253 -205 301 0
-253 -301 205 0
-53 -6 106 0
-53 -106 6 0
-153 -106 206 0
-153 -206 106 0
-253 -206 302 0
-253 -302 206 0
-53 -9 109 0
-53 -109 9 0
-153 -109 209 0
-153 -209 109 0
-253 -209 0
-253 209 0
-53 -10 110 0
-53 -110 10 0
-153 -110 210 0
-153 -210 110 0
-253 -210 0
-253 210 0
-53 -12 112 0
-53 -112 12 0
-153 -112 212 0
-153 -212 112 0
-253 -212 0
-253 212 0
-53 -13 113 0
-53 -113 13 0
-153 -113 213 0
-153 -213 113 0
-253 -213 0
-253 213 0
-53 -14 114 0
-53 -114 14 0
-153 -114 214 0
-153 -214 114 0
-253 -214 0
-253 214 0
-53 -15 115 0
-53 -115 15 0
-153 -115 215 0
-153 -215 115 0
-253 -215 0
-253 215 0
-53 -16 116 0
-53 -116 16 0
-153 -116 216 0
-153 -216 116 0
-253 -216 0
-253 216 0
-53 -17 117 0
-53 -117 17 0
-153 -117 217 0
-153 -217 117 0
-253 -217 0
-253 217 0
-53 -18 118 0
-53 -118 18 0
-153 -118 218 0
-153 -218 118 0
-253 -218 0
-253 218 0
-53 -19 119 0
-53 -119 19 0
-153 -119 219 0
-153 -219 119 0
-253 -219 0
-253 219 0
-53 -20 120 0
-53 -120 20 0
-153 -120 220 0
-153 -220 120 0
-253 -220 0
-253 220 0
-54 -1 101 0
-54 -101 1 0
-154 -101 201 0
-154 -201 101 0
-254 -201 0
-254 201 0
-54 -2 102 0
-54 -102 2 0
-154 -102 202 0
-154 -202 102 0
-254 -202 0
-254 202 0
-54 -3 103 0
-54 -103 3 0
-154 -103 203 0
-154 -203 103 0
-254 -203 0
-254 203 0
-54 -4 104 0
-54 -104 4 0
-154 -104 204 0
-154 -204 104 0
-254 -204 0
-254 204 0
-54 -5 105 0
-54 -105 5 0
-154 -105 205 0
-154 -205 105 0
-254 -205 301 0
-254 -301 205 0
-54 -6 106 0
-54 -106 6 0
-154 -106 206 0
-154 -206 106 0
-254 -206 302 0
-254 -302 206 0
-54 -7 107 0
-54 -107 7 0
-154 -107 207 0
-154 -207 107 0
-254 -207 303 0
-254 -303 207 0
-54 -8 108 0
-54 -108 8 0
-154 -108 208 0
-154 -208 108 0
-254 -208 304 0
-254 -304 208 0
-54 -9 109 0
-54 -109 9 0
-154 -109 209 0
-154 -209 109 0
-254 -209 0
-254 209 0
-54 -10 110 0
-54 -110 10 0
-154 -110 210 0
-154 -210 110 0
-254 -210 0
-254 210 0
-54 -11 111 0
-54 -111 11 0
-154 -111 211 0
-154 -211 111 0
-254 -211 0
-254 211 0
-54 -13 113 0
-54 -113 13 0
-154 -113 213 0
-154 -213 113 0
-254 -213 0
-254 213 0
-54 -14 114 0
-54 -114 14 0
-154 -114 214 0
-154 -214 114 0
-254 -214 0
-254 214 0
-54 -15 115 0
-54 -115 15 0
-154 -115 215 0
-154 -215 115 0
-254 -215 0
-254 215 0
-54 -16 116 0
-54 -116 16 0
-154 -116 216 0
-154 -216 116 0
-254 -216 0
-254 216 0
-54 -17 117 0
-54 -117 17 0
-154 -117 217 0
-154 -217 117 0
-254 -217 0
-254 217 0
-54 -19 119 0
-54 -119 19 0
-154 -119 219 0
-154 -219 119 0
-254 -219 0
-254 219 0
-54 -20 120 0
-54 -120 20 0
-154 -120 220 0
-154 -220 120 0
-254 -220 0
-254 220 0
-55 -2 102 0
-55 -102 2 0
-155 -102 202 0
-155 -202 102 0
-255 -202 0
-255 202 0
-55 -3 103 0
-55 -103 3 0
-155 -103 203 0
-155 -203 103 0
-255 -203 0
-255 203 0
-55 -4 104 0
-55 -104 4 0
-155 -104 204 0
-155 -204 104 0
-255 -204 0
-255 204 0
-55 -5 105 0
-55 -105 5 0
-155 -105 205 0
-155 -205 105 0
-255 -205 301 0
-255 -301 205 0
-55 -6 106 0
-55 -106 6 0
-155 -106 206 0
-155 -206 106 0
-255 -206 302 0
-255 -302 206 0
-55 -7 107 0
-55 -107 7 0
-155 -107 207 0
-155 -207 107 0
-255 -207 303 0
-255 -303 207 0
-55 -8 108 0
-55 -108 8 0
-155 -108 208 0
-155 -208 108 0
-255 -208 304 0
-255 -304 208 0
-55 -9 109 0
-55 -109 9 0
-155 -109 209 0
-155 -209 109 0
-255 -209 0
-255 209 0
-55 -11 111 0
-55 -111 11 0
-155 -111 211 0
-155 -211 111 0
-255 -211 0
-255 211 0
-55 -12 112 0
-55 -112 12 0
-155 -112 212 0
-155 -212 112 0
-255 -212 0
-255 212 0
-55 -13 113 0
-55 -113 13 0
-155 -113 213 0
-155 -213 113 0
-255 -213 0
-255 213 0
-55 -14 114 0
-55 -114 14 0
-155 -114 214 0
-155 -214 114 0
-255 -214 0
-255 214 0
-55 -15 115 0
-55 -115 15 0
-155 -115 215 0
-155 -215 115 0
-255 -215 0
-255 215 0
-55 -16 116 0
-55 -116 16 0
-155 -116 216 0
-155 -216 116 0
-255 -216 0
-255 216 0
-55 -17 117 0
-55 -117 17 0
-155 -117 217 0
-155 -217 117 0
-255 -217 0
-255 217 0
-55 -18 118 0
-55 -118 18 0
-155 -118 218 0
-155 -218 118 0
-255 -218 0
-255 218 0
-55 -19 119 0
-55 -119 19 0
-155 -119 219 0
-155 -219 119 0
-255 -219 0
-255 219 0
-55 -20 120 0
-55 -120 20 0
-155 -120 220 0
-155 -220 120 0
-255 -220 0
-255 220 0
-56 -1 101 0
-56 -101 1 0
-156 -101 201 0
-156 -201 101 0
-256 -201 0
-256 201 0
-56 -2 102 0
-56 -102 2 0
-156 -102 202 0
-156 -202 102 0
-256 -202 0
-256 202 0
-56 -3 103 0
-56 -103 3 0
-156 -103 203 0
-156 -203 103 0
-256 -203 0
-256 203 0
-56 -5 105 0
-56 -105 5 0
-156 -105 205 0
-156 -205 105 0
-256 -205 301 0
-256 -301 205 0
-56 -6 106 0
-56 -106 6 0
-156 -106 206 0
-156 -206 106 0
-256 -206 302 0
-256 -302 206 0
-56 -8 108 0
-56 -108 8 0
-156 -108 208 0
-156 -208 108 0
-256 -208 304 0
-256 -304 208 0
-56 -10 110 0
-56 -110 10 0
-156 -110 210 0
-156 -210 110 0
-256 -210 0
-256 210 0
-56 -11 111 0
-56 -111 11 0
-156 -111 211 0
-156 -211 111 0
-256 -211 0
-256 211 0
-56 -13 113 0
-56 -113 13 0
-156 -113 213 0
-156 -213 113 0
-256 -213 0
-256 213 0
-56 -14 114 0
-56 -114 14 0
-156 -114 214 0
-156 -214 114 0
-256 -214 0
-256 214 0
-56 -15 115 0
-56 -115 15 0
-156 -115 215 0
-156 -215 115 0
-256 -215 0
-256 215 0
-56 -16 116 0
-56 -116 16 0
-156 -116 216 0
-156 -216 116 0
-256 -216 0
-256 216 0
-56 -17 117 0
-56 -117 17 0
-156 -117 217 0
-156 -217 117 0
-256 -217 0
-256 217 0
-56 -18 118 0
-56 -118 18 0
-156 -118 218 0
-156 -218 118 0
-256 -218 0
-256 218 0
-56 -19 119 0
-56 -119 19 0
-156 -119 219 0
-156 -219 119 0
-256 -219 0
-256 219 0
-56 -20 120 0
-56 -120 20 0
-156 -120 220 0
-156 -220 120 0
-256 -220 0
-256 220 0
-57 -1 101 0
-57 -101 1 0
-157 -101 201 0
-157 -201 101 0
-257 -201 0
-257 201 0
-57 -2 102 0
-57 -102 2 0
-157 -102 202 0
-157 -202 102 0
-257 -202 0
-257 202 0
-57 -3 103 0
-57 -103 3 0
-157 -103 203 0
-157 -203 103 0
-257 -203 0
-257 203 0
-57 -6 106 0
-57 -106 6 0
-157 -106 206 0
-157 -206 106 0
-257 -206 302 0
-257 -302 206 0
-57 -7 107 0
-57 -107 7 0
-157 -107 207 0
-157 -207 107 0
-257 -207 303 0
-257 -303 207 0
-57 -8 108 0
-57 -108 8 0
-157 -108 208 0
-157 -208 108 0
-257 -208 304 0
-257 -304 208 0
-57 -9 109 0
-57 -109 9 0
-157 -109 209 0
-157 -209 109 0
-257 -209 0
-257 209 0
-57 -11 111 0
-57 -111 11 0
-157 -111 211 0
-157 -211 111 0
-257 -211 0
-257 211 0
-57 -12 112 0
-57 -112 12 0
-157 -112 212 0
-157 -212 112 0
-257 -212 0
-257 212 0
-57 -13 113 0
-57 -113 13 0
-157 -113 213 0
-157 -213 113 0
-257 -213 0
-257 213 0
-57 -14 114 0
-57 -114 14 0
-157 -114 214 0
-157 -214 114 0
-257 -214 0
-257 214 0
-57 -16 116 0
-57 -116 16 0
-157 -116 216 0
-157 -216 116 0
-257 -216 0
-257 216 0
-57 -17 117 0
-57 -117 17 0
-157 -117 217 0
-157 -217 117 0
-257 -217 0
-257 217 0
-57 -18 118 0
-57 -118 18 0
-157 -118 218 0
-157 -218 118 0
-257 -218 0
-257 218 0
-57 -19 119 0
-57 -119 19 0
-157 -119 219 0
-157 -219 119 0
-257 -219 0
-257 219 0
-57 -20 120 0
-57 -120 20 0
-157 -120 220 0
-157 -220 120 0
-257 -220 0
-257 220 0
-58 -1 101 0
-58 -101 1 0
-158 -101 201 0
-158 -201 101 0
-258 -201 0
-258 201 0
-58 -3 103 0
-58 -103 3 0
-158 -103 203 0
-158 -203 103 0
-258 -203 0
-258 203 0
-58 -4 104 0
-58 -104 4 0
-158 -104 204 0
-158 -204 104 0
-258 -204 0
-258 204 0
-58 -5 105 0
-58 -105 5 0
-158 -105 205 0
-158 -205 105 0
-258 -205 301 0
-258 -301 205 0
-58 -6 106 0
-58 -106 6 0
-158 -106 206 0
-158 -206 106 0
-258 -206 302 0
-258 -302 206 0
-58 -7 107 0
-58 -107 7 0
-158 -107 207 0
-158 -207 107 0
-258 -207 303 0
-258 -303 207 0
-58 -9 109 0
-58 -109 9 0
-158 -109 209 0
-158 -209 109 0
-258 -209 0
-258 209 0
-58 -10 110 0
-58 -110 10 0
-158 -110 210 0
-158 -210 110 0
-258 -210 0
-258 210 0
-58 -11 111 0
-58 -111 11 0
-158 -111 211 0
-158 -211 111 0
-258 -211 0
-258 211 0
-58 -12 112 0
-58 -112 12 0
-158 -112 212 0
-158 -212 112 0
-258 -212 0
-258 212 0
-58 -14 114 0
-58 -114 14 0
-158 -114 214 0
-158 -214 114 0
-258 -214 0
-258 214 0
-58 -15 115 0
-58 -115 15 0
-158 -115 215 0
-158 -215 115 0
-258 -215 0
-258 215 0
-58 -16 116 0
-58 -116 16 0
-158 -116 216 0
-158 -216 116 0
-258 -216 0
-258 216 0
-58 -17 117 0
-58 -117 17 0
-158 -117 217 0
-158 -217 117 0
-258 -217 0
-258 217 0
-58 -18 118 0
-58 -118 18 0
-158 -118 218 0
-158 -218 118 0
-258 -218 0
-258 218 0
-58 -19 119 0
-58 -119 19 0
-158 -119 219 0
-158 -219 119 0
-258 -219 0
-258 219 0
-58 -20 120 0
-58 -120 20 0
-158 -120 220 0
-158 -220 120 0
-258 -220 0
-258 220 0
-59 -1 101 0
-59 -101 1 0
-159 -101 201 0
-159 -201 101 0
-259 -201 0
-259 201 0
-59 -2 102 0
-59 -102 2 0
-159 -102 202 0
-159 -202 102 0
-259 -202 0
-259 202 0
-59 -3 103 0
-59 -103 3 0
-159 -103 203 0
-159 -203 103 0
-259 -203 0
-259 203 0
-59 -5 105 0
-59 -105 5 0
-159 -105 205 0
-159 -205 105 0
-259 -205 301 0
-259 -301 205 0
-59 -6 106 0
-59 -106 6 0
-159 -106 206 0
-159 -206 106 0
-259 -206 302 0
-259 -302 206 0
-59 -7 107 0
-59 -107 7 0
-159 -107 207 0
-159 -207 107 0
-259 -207 303 0
-259 -303 207 0
-59 -9 109 0
-59 -109 9 0
-159 -109 209 0
-159 -209 109 0
-259 -209 0
-259 209 0
-59 -10 110 0
-59 -110 10 0
-159 -110 210 0
-159 -210 110 0
-259 -210 0
-259 210 0
-59 -11 111 0
-59 -111 11 0
-159 -111 211 0
-159 -211 111 0
-259 -211 0
-259 211 0
-59 -12 112 0
-59 -112 12 0
-159 -112 212 0
-159 -212 112 0
-259 -212 0
-259 212 0
-59 -13 113 0
-59 -113 13 0
-159 -113 213 0
-159 -213 113 0
-259 -213 0
-259 213 0
-59 -14 114 0
-59 -114 14 0
-159 -114 214 0
-159 -214 114 0
-259 -214 0
-259 214 0
-59 -17 117 0
-59 -117 17 0
-159 -117 217 0
-159 -217 117 0
-259 -217 0
-259 217 0
-59 -18 118 0
-59 -118 18 0
-159 -118 218 0
-159 -218 118 0
-259 -218 0
-259 218 0
-59 -19 119 0
-59 -119 19 0
-159 -119 219 0
